"Sample IDs","Wells","Dilutions","Time","RFU","Norm","Deriv"
"P1","A03","1000",20.25,521,1.09684210526316,-0.0105263157894737
"P1","A03","1000",21,514,1.08210526315789,-0.0119298245614035
"P1","A03","1000",21.75,509,1.07157894736842,-0.0147368421052632
"P1","A03","1000",22.5,514,1.08210526315789,-0.0126315789473684
"P1","A03","1000",23.25,500,1.05263157894737,-0.00421052631578944
"P1","A03","1000",24,496,1.04421052631579,-0.0126315789473684
"P1","A03","1000",24.75,503,1.05894736842105,-0.00491228070175439
"P1","A03","1000",25.5,496,1.04421052631579,0.000701754385964944
"P1","A03","1000",26.25,493,1.03789473684211,-0.0063157894736842
"P1","A03","1000",27,497,1.04631578947368,0.00210526315789476
"P1","A03","1000",27.75,494,1.04,0.00561403508771933
"P1","A03","1000",28.5,499,1.05052631578947,-0.00561403508771933
"P1","A03","1000",29.25,501,1.05473684210526,0.0063157894736842
"P1","A03","1000",30,489,1.02947368421053,-0.00842105263157896
"P1","A03","1000",30.75,503,1.05894736842105,-0.0063157894736842
"P1","A03","1000",31.5,487,1.02526315789474,0.000701754385964944
"P1","A03","1000",32.25,492,1.03578947368421,-0.0063157894736842
"P1","A03","1000",33,490,1.03157894736842,0.00070175438596487
"P1","A03","1000",33.75,494,1.04,0.00350877192982457
"P1","A03","1000",34.5,488,1.02736842105263,0.00210526315789468
"P1","A03","1000",35.25,497,1.04631578947368,0.00421052631578944
"P1","A03","1000",36,493,1.03789473684211,1.39578947368421
"P1","A03","1000",36.75,500,1.05263157894737,1.71508771929825
"P1","A03","1000",37.5,2477,5.21473684210526,1.51438596491228
"P1","A03","1000",38.25,2941,6.19157894736842,2.17824561403509
"P1","A03","1000",39,2651,5.58105263157895,0.818947368421053
"P1","A03","1000",39.75,3604,7.58736842105263,0.786666666666667
"P1","A03","1000",40.5,3644,7.67157894736842,1
"P1","A03","1000",41.25,4062,8.55157894736842,0.460350877192982
"P1","A03","1000",42,4076,8.58105263157895,0.473684210526316
"P1","A03","1000",42.75,4260,8.96842105263158,0.223859649122807
"P1","A03","1000",43.5,4319,9.09263157894737,0.320701754385965
"P1","A03","1000",44.25,4381,9.22315789473684,0.28140350877193
"P1","A03","1000",45,4533,9.54315789473684,0.279298245614035
"P1","A03","1000",45.75,4661,9.81263157894737,0.299649122807018
"P1","A03","1000",46.5,4717,9.93052631578947,0.233684210526316
"P1","A03","1000",47.25,4808,10.1221052631579,0.223859649122807
"P1","A03","1000",48,4866,10.2442105263158,0.218245614035088
"P1","A03","1000",48.75,4980,10.4842105263158,0.20280701754386
"P1","A03","1000",49.5,5028,10.5852631578947,0.182456140350877
"P1","A03","1000",50.25,5097,10.7305263157895,0.167017543859649
"P1","A03","1000",51,5126,10.7915789473684,0.12
"P1","A03","1000",51.75,5218,10.9852631578947,0.141754385964912
"P1","A03","1000",52.5,5199,10.9452631578947,0.141052631578948
"P1","A03","1000",53.25,5299,11.1557894736842,0.135438596491228
"P1","A03","1000",54,5327,11.2147368421053,0.152982456140351
"P1","A03","1000",54.75,5411,11.3915789473684,0.101754385964912
"P1","A03","1000",55.5,5417,11.4042105263158,0.0785964912280702
"P1","A03","1000",56.25,5444,11.4610526315789,0.0624561403508774
"P1","A03","1000",57,5439,11.4505263157895,0.0491228070175437
"P1","A03","1000",57.75,5500,11.5789473684211,0.0357894736842107
"P1","A03","1000",58.5,5487,11.5515789473684,0.0364912280701753
"P1","A03","1000",59.25,5495,11.5684210526316,0.0287719298245612
"P1","A03","1000",60,5491,11.56,0.0105263157894739
"P1","A03","1000",60.75,5541,11.6652631578947,0.0357894736842101
"P1","A03","1000",61.5,5502,11.5831578947368,0.0189473684210526
"P1","A03","1000",62.25,5546,11.6757894736842,-0.0378947368421052
"P1","A03","1000",63,5518,11.6168421052632,0.0294736842105259
"P1","A03","1000",63.75,5487,11.5515789473684,-0.0554385964912279
"P1","A03","1000",64.5,5544,11.6715789473684,-0.0378947368421052
"P1","A03","1000",65.25,5467,11.5094736842105,-0.0105263157894739
"P1","A03","1000",66,5464,11.5031578947368,-0.0421052631578943
"P1","A03","1000",66.75,5472,11.52,-0.0519298245614035
"P1","A03","1000",67.5,5484,11.5452631578947,-0.0385964912280704
"P1","A03","1000",68.25,5393,11.3536842105263,-0.0989473684210527
"P1","A03","1000",69,5409,11.3873684210526,-0.0280701754385966
"P1","A03","1000",69.75,5331,11.2231578947368,-0.00561403508771955
"P1","A03","1000",70.5,5444,11.4610526315789,0.0245614035087722
"P1","A03","1000",71.25,5385,11.3368421052632,NA
"P1","A03","1000",72,5444,11.4610526315789,NA
"P1","A04","1000",0,588,1.21991701244813,NA
"P1","A04","1000",0.75,482,1,NA
"P1","A04","1000",1.5,509,1.05601659751037,-0.0283540802213002
"P1","A04","1000",2.25,535,1.10995850622407,0.0511756569847856
"P1","A04","1000",3,547,1.13485477178423,0.0359612724757953
"P1","A04","1000",3.75,556,1.15352697095436,0.0304287690179806
"P1","A04","1000",4.5,561,1.16390041493776,0.0131396957123098
"P1","A04","1000",5.25,579,1.20124481327801,0.00899031811894887
"P1","A04","1000",6,566,1.17427385892116,0.00276625172890732
"P1","A04","1000",6.75,569,1.1804979253112,-0.00968188105117562
"P1","A04","1000",7.5,565,1.17219917012448,-0.00207468879668049
"P1","A04","1000",8.25,565,1.17219917012448,-0.00622406639004147
"P1","A04","1000",9,563,1.16804979253112,-0.00691562932226838
"P1","A04","1000",9.75,560,1.16182572614108,-0.00484094052558781
"P1","A04","1000",10.5,555,1.15145228215768,-0.00345781466113415
"P1","A04","1000",11.25,558,1.15767634854772,0
"P1","A04","1000",12,558,1.15767634854772,-0.00207468879668049
"P1","A04","1000",12.75,560,1.16182572614108,-0.00345781466113423
"P1","A04","1000",13.5,552,1.14522821576763,-0.0096818810511757
"P1","A04","1000",14.25,553,1.14730290456432,-0.0159059474412172
"P1","A04","1000",15,544,1.12863070539419,-0.00622406639004147
"P1","A04","1000",15.75,537,1.11410788381743,-0.00760719225449513
"P1","A04","1000",16.5,543,1.12655601659751,-0.00276625172890732
"P1","A04","1000",17.25,542,1.12448132780083,-0.00276625172890732
"P1","A04","1000",18,540,1.12033195020747,-0.00899031811894879
"P1","A04","1000",18.75,533,1.10580912863071,-0.00760719225449513
"P1","A04","1000",19.5,530,1.09958506224066,-0.00553250345781464
"P1","A04","1000",20.25,531,1.10165975103734,-0.00622406639004155
"P1","A04","1000",21,532,1.10373443983402,-0.00622406639004155
"P1","A04","1000",21.75,524,1.08713692946058,-0.0096818810511757
"P1","A04","1000",22.5,521,1.08091286307054,-0.0110650069156294
"P1","A04","1000",23.25,517,1.07261410788382,-0.0110650069156293
"P1","A04","1000",24,516,1.07053941908714,-0.00899031811894879
"P1","A04","1000",24.75,508,1.05394190871369,-0.00138312586445366
"P1","A04","1000",25.5,508,1.05394190871369,0.00484094052558781
"P1","A04","1000",26.25,515,1.06846473029046,-0.00414937759336098
"P1","A04","1000",27,523,1.0850622406639,0.00414937759336098
"P1","A04","1000",27.75,502,1.04149377593361,0.00622406639004147
"P1","A04","1000",28.5,514,1.06639004149378,0.00069156293222683
"P1","A04","1000",29.25,524,1.08713692946058,0.0069156293222683
"P1","A04","1000",30,524,1.08713692946058,0
"P1","A04","1000",30.75,512,1.06224066390041,-0.00829875518672196
"P1","A04","1000",31.5,514,1.06639004149378,-0.0069156293222683
"P1","A04","1000",32.25,512,1.06224066390041,0.00207468879668049
"P1","A04","1000",33,514,1.06639004149378,-0.00207468879668049
"P1","A04","1000",33.75,515,1.06846473029046,0
"P1","A04","1000",34.5,511,1.06016597510373,-0.00276625172890732
"P1","A04","1000",35.25,512,1.06224066390041,-0.00622406639004147
"P1","A04","1000",36,510,1.05809128630705,-0.00484094052558781
"P1","A04","1000",36.75,506,1.04979253112033,-0.00414937759336098
"P1","A04","1000",37.5,504,1.04564315352697,-0.00276625172890732
"P1","A04","1000",38.25,506,1.04979253112033,0.00069156293222683
"P1","A04","1000",39,506,1.04979253112033,0.00276625172890732
"P1","A04","1000",39.75,507,1.05186721991701,0.00207468879668049
"P1","A04","1000",40.5,508,1.05394190871369,-0.00207468879668049
"P1","A04","1000",41.25,509,1.05601659751037,0.00622406639004147
"P1","A04","1000",42,503,1.04356846473029,-0.00899031811894887
"P1","A04","1000",42.75,516,1.07053941908714,-0.00069156293222683
"P1","A04","1000",43.5,495,1.02697095435685,0.0117565698478561
"P1","A04","1000",44.25,508,1.05394190871369,-0.00622406639004147
"P1","A04","1000",45,520,1.07883817427386,0.00899031811894887
"P1","A04","1000",45.75,507,1.05186721991701,-0.00553250345781464
"P1","A04","1000",46.5,508,1.05394190871369,-0.0186721991701245
"P1","A04","1000",47.25,500,1.03734439834025,-0.00276625172890732
"P1","A04","1000",48,493,1.02282157676349,-0.00069156293222683
"P1","A04","1000",48.75,503,1.04356846473029,0.0124481327800829
"P1","A04","1000",49.5,507,1.05186721991701,0.00899031811894887
"P1","A04","1000",50.25,518,1.0746887966805,0.00345781466113415
"P1","A04","1000",51,506,1.04979253112033,0.00345781466113415
"P1","A04","1000",51.75,508,1.05394190871369,-0.0110650069156293
"P1","A04","1000",52.5,512,1.06224066390041,0.00276625172890732
"P1","A04","1000",53.25,502,1.04149377593361,-0.00207468879668049
"P1","A04","1000",54,510,1.05809128630705,-0.0069156293222683
"P1","A04","1000",54.75,505,1.04771784232365,0.00484094052558781
"P1","A04","1000",55.5,502,1.04149377593361,-0.00276625172890732
"P1","A04","1000",56.25,509,1.05601659751037,-0.00484094052558781
"P1","A04","1000",57,506,1.04979253112033,-0.00069156293222683
"P1","A04","1000",57.75,498,1.03319502074689,-0.00760719225449513
"P1","A04","1000",58.5,501,1.03941908713693,0.00069156293222683
"P1","A04","1000",59.25,498,1.03319502074689,0.00829875518672196
"P1","A04","1000",60,507,1.05186721991701,0.00276625172890732
"P1","A04","1000",60.75,510,1.05809128630705,0.00138312586445366
"P1","A04","1000",61.5,505,1.04771784232365,-0.00138312586445366
"P1","A04","1000",62.25,500,1.03734439834025,-0.00414937759336098
"P1","A04","1000",63,505,1.04771784232365,-0.00207468879668049
"P1","A04","1000",63.75,504,1.04564315352697,0.00345781466113415
"P1","A04","1000",64.5,502,1.04149377593361,-0.00345781466113415
"P1","A04","1000",65.25,505,1.04771784232365,-0.00138312586445366
"P1","A04","1000",66,500,1.03734439834025,0
"P1","A04","1000",66.75,502,1.04149377593361,0.00138312586445366
"P1","A04","1000",67.5,502,1.04149377593361,0.00069156293222683
"P1","A04","1000",68.25,507,1.05186721991701,0.00276625172890732
"P1","A04","1000",69,501,1.03941908713693,-0.00760719225449521
"P1","A04","1000",69.75,506,1.04979253112033,-0.00553250345781464
"P1","A04","1000",70.5,491,1.01867219917012,0.00069156293222683
"P1","A04","1000",71.25,499,1.03526970954357,NA
"P1","A04","1000",72,502,1.04149377593361,NA
"P3","A05","1000",0,597,1.10147601476015,NA
"P3","A05","1000",0.75,542,1,NA
"P3","A05","1000",1.5,565,1.04243542435424,0.0030750307503075
"P3","A05","1000",2.25,591,1.09040590405904,0.0325953259532595
"P3","A05","1000",3,602,1.11070110701107,0.0239852398523985
"P3","A05","1000",3.75,595,1.09778597785978,0.019680196801968
"P3","A05","1000",4.5,604,1.11439114391144,0.00430504305043048
"P3","A05","1000",5.25,623,1.14944649446494,0.0129151291512915
"P3","A05","1000",6,609,1.12361623616236,0.0092250922509225
"P3","A05","1000",6.75,616,1.13653136531365,0
"P3","A05","1000",7.5,619,1.14206642066421,0.00246002460024597
"P3","A05","1000",8.25,623,1.14944649446494,0.00738007380073806
"P3","A05","1000",9,613,1.1309963099631,0.00738007380073806
"P3","A05","1000",9.75,628,1.15867158671587,-0.00369003690036903
"P3","A05","1000",10.5,631,1.16420664206642,0.00307503075030757
"P3","A05","1000",11.25,617,1.13837638376384,0.00430504305043048
"P3","A05","1000",12,618,1.14022140221402,0.00184501845018444
"P3","A05","1000",12.75,635,1.17158671586716,0.00369003690036903
"P3","A05","1000",13.5,634,1.16974169741697,0.00246002460024597
"P3","A05","1000",14.25,623,1.14944649446494,-0.0141451414514145
"P3","A05","1000",15,622,1.14760147601476,-0.013530135301353
"P3","A05","1000",15.75,612,1.12915129151292,-0.00922509225092257
"P3","A05","1000",16.5,612,1.12915129151292,-0.00676506765067653
"P3","A05","1000",17.25,608,1.12177121771218,0.000615006150061455
"P3","A05","1000",18,611,1.12730627306273,-0.00984009840098402
"P3","A05","1000",18.75,613,1.1309963099631,-0.00492004920049194
"P3","A05","1000",19.5,596,1.09963099630996,-0.00676506765067645
"P3","A05","1000",20.25,600,1.1070110701107,-0.00799507995079944
"P3","A05","1000",21,600,1.1070110701107,-0.0030750307503075
"P3","A05","1000",21.75,600,1.1070110701107,-0.00799507995079951
"P3","A05","1000",22.5,591,1.09040590405904,-0.00922509225092257
"P3","A05","1000",23.25,587,1.0830258302583,-0.00984009840098402
"P3","A05","1000",24,585,1.07933579335793,-0.00676506765067653
"P3","A05","1000",24.75,584,1.07749077490775,-0.00430504305043056
"P3","A05","1000",25.5,580,1.07011070110701,-0.0030750307503075
"P3","A05","1000",26.25,580,1.07011070110701,-0.0030750307503075
"P3","A05","1000",27,580,1.07011070110701,-0.00184501845018451
"P3","A05","1000",27.75,579,1.06826568265683,0.00246002460024604
"P3","A05","1000",28.5,577,1.06457564575646,0.00246002460024604
"P3","A05","1000",29.25,584,1.07749077490775,0.00676506765067645
"P3","A05","1000",30,584,1.07749077490775,-0.00246002460024597
"P3","A05","1000",30.75,590,1.08856088560886,-0.00369003690036903
